"stockCode","stockCode","empresa","razaoSocial","situacaoRegistro","situacaoEmissor","segmentoListagem","atividade","acao","dataCotacao","tipoAcao","ultimoFechamento","fatorCotacao","volumeFinanceiro","ultimoDemonstrativo","setor","subsetor","segmento","participacaoIndices","precoLucro","precoVpa","precoReceitaLiquida","precoFco","precoFcf","precoAtivoTotal","precoEbit","precoCapitalGiro","precoNcav","evEbit","evEbitda","evReceitaLiquida","evFco","evFcf","evAtivoTotal","marketCapEmpresa","enterpriseValue","dataDemonstracaoFinanceiraAtual","precoAtualAcao","dataPrecoAcao","dividendYield","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","menorPreco52Semanas","maiorPreco52Semanas","variacao2024","variacao1Ano","variacao2AnosTotal","variacao2AnosAnual","variacao3AnosTotal","variacao3AnosAnual","variacao4AnosTotal","variacao4AnosAnual","variacao5AnosTotal","variacao5AnosAnual","volumeDiarioMedio3Meses","retornoCapitalTangivelInicial","retornoCapitalInvestidoInicial","retornoCapitalTangivelInicialPreImpostos","retornoCapitalInvestidoInicialPreImpostos","retornoPatrimonioLiquidoInicial","retornoAtivoInicial","margemBruta","margemLiquida","margemEbit","margemEbitda","giroAtivoInicial","alavancagemFinanceira","passivoPatrimonioLiquido","dividaLiquidaEbitda","caixaEquivalentes","ativoTotal","dividaCurtoPrazo","dividaLongoPrazo","dividaBruta","dividaLiquida","patrimonioLiquido","valorPatrimonialAcao","acoesOrdinarias","acoesPreferenciais","totalAcoes","acoesOrdinariasTesouraria","acoesPreferenciaisTesouraria","totalAcoesTesouraria","acoesOrdinariasExTesouraria","acoesPreferenciaisExTesouraria","totalAcoesExTesouraria","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa"
"DOTZ3","DOTZ3","DOTZ SA","DOTZ S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Desenvolvimento e gerenciamento de programa de fidelização de clientes em razão do consumo de bens e serviços oferecidos por parceiros; comercialização de direitos de resgate e prêmios.","DOTZ3","31/05/2024","ON","R$ 8,17","1 ação","R$ 161,80 mil","ITR - 31/03/2024","Consumo Cíclico","Diversos","Programas de Fidelização","IGC, IGNM, ITAG","-1,97","-0,45","0,75","-1,83","-1,42","0,45","-2,53","-0,56","-0,16","-4,09","-12,62","1,21","-2,95","-2,30","0,72","R$ 108,53 M","R$ 175,42 M","31/03/2024","R$ 8,17","31/05/2024","0,00%","R$ 144,47 M","R$ 122,55 M","- R$ 42,90 M","- R$ 29,01 M","- R$ 13,90 M","- R$ 55,13 M","- R$ 4,16","R$ 36,11 M","R$ 28,79 M","- R$ 8,10 M","- R$ 7,17 M","- R$ 925,00 mil","- R$ 10,16 M","- R$ 0,77","R$ 4,76","R$ 20,50","4,74%","-19,11%","-79,83%","-55,14%","-93,87%","-60,60%","-","-","-","-","R$ 115,21 mil","17,17%","14,28%","26,01%","21,63%","29,81%","-15,34%","84,82%","-38,16%","-29,70%","-9,62%","0,40","-1,01","-2,01","-4,81","R$ 24,42 M","R$ 242,55 M","R$ 48,32 M","R$ 42,99 M","R$ 91,31 M","R$ 66,89 M","- R$ 240,09 M","- R$ 18,13","13.244.055","0","13.244.055","0","0","0","13.244.055","0","13.244.055","- R$ 59,43 M","- R$ 20,68 M","- R$ 18,36 M","- R$ 98,47 M","- R$ 14,18 M","- R$ 2,17 M","- R$ 10,10 M","- R$ 26,46 M"
"EALT4","EALT4","ACO ALTONA","ELECTRO ACO ALTONA S.A.","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","Fundição de Ferro e Aço","EALT4","31/05/2024","PN","R$ 11,94","1 ação","R$ 90,07 mil","ITR - 31/03/2024","Bens Industriais","Máquinas e Equipamentos","Máq. e Equip. Industriais","-","4,95","1,07","0,52","30,33","8,30","0,47","4,29","10,78","-0,91","6,01","4,48","0,73","42,50","11,63","0,66","R$ 262,41 M","R$ 376,49 M","31/03/2024","R$ 11,94","31/05/2024","4,25%","R$ 515,19 M","R$ 129,42 M","R$ 62,66 M","- R$ 21,44 M","R$ 84,10 M","R$ 54,27 M","R$ 2,41","R$ 128,90 M","R$ 38,24 M","R$ 20,99 M","- R$ 5,68 M","R$ 26,67 M","R$ 13,40 M","R$ 0,60","R$ 7,49","R$ 11,94","32,45%","48,58%","76,64%","32,96%","98,18%","25,63%","326,85%","43,77%","282,81%","30,76%","R$ 103,09 mil","10,88%","12,86%","16,49%","19,49%","25,54%","10,44%","25,12%","10,53%","12,16%","16,32%","0,99","2,27","1,27","1,36","R$ 12,33 M","R$ 571,08 M","R$ 74,95 M","R$ 51,46 M","R$ 126,41 M","R$ 114,08 M","R$ 252,05 M","R$ 11,20","9.750.000","12.750.000","22.500.000","0","0","0","9.750.000","12.750.000","22.500.000","R$ 8,86 M","R$ 12,48 M","- R$ 7,05 M","R$ 14,28 M","R$ 6,85 M","- R$ 4,19 M","- R$ 5,23 M","- R$ 2,57 M"
"CTSA4","CTSA4","SANTANENSE","CIA TECIDOS SANTANENSE","ATIVO","EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE","Tradicional - BOVESPA","Indústria têxtil","CTSA4","31/05/2024","PN","R$ 1,09","1 ação","R$ 20,37 mil","ITR - 30/09/2023","Consumo Cíclico","Tecidos. Vestuário e Calçados","Fios e Tecidos","-","-0,62","0,13","0,28","-0,57","-0,58","0,05","-1,81","0,59","-0,09","-13,05","-37,65","2,03","-4,14","-4,18","0,35","R$ 42,60 M","R$ 218,80 M","30/09/2023","R$ 1,09","31/05/2024","0,00%","R$ 107,76 M","- R$ 24,13 M","- R$ 16,76 M","- R$ 10,95 M","- R$ 5,81 M","- R$ 49,24 M","- R$ 1,77","R$ 52,52 M","R$ 4,34 M","- R$ 6,52 M","- R$ 2,68 M","- R$ 3,84 M","- R$ 22,75 M","- R$ 0,82","R$ 1,09","R$ 3,79","-47,60%","-57,09%","-70,38%","-45,62%","-89,96%","-53,56%","-83,08%","-35,88%","-85,08%","-31,62%","R$ 36,19 mil","-2,34%","-2,71%","-3,54%","-4,11%","-17,61%","-7,96%","-22,39%","-45,69%","-15,56%","-5,39%","0,17","2,74","1,74","-30,32","R$ 33,75 M","R$ 632,09 M","R$ 50,39 M","R$ 159,56 M","R$ 209,95 M","R$ 176,20 M","R$ 230,51 M","R$ 8,28","9.510.000","18.314.000","27.824.000","0","0","0","9.510.000","18.314.000","27.824.000","- R$ 52,91 M","R$ 16,14 M","R$ 33,61 M","- R$ 3,17 M","- R$ 54,69 M","R$ 3,81 M","R$ 82,68 M","R$ 31,79 M"
"OFSA3","OFSA3","OUROFINO S/A","OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Participação em outras sociedades que execerçam atividades de desenvolvimento. fabricação e comercialização de produtos destinados ao setor de saúde animal.","OFSA3","31/05/2024","ON","R$ 20,56","1 ação","R$ 202,14 mil","ITR - 31/03/2024","Saúde","Medicamentos e Outros Produtos","Medicamentos e Outros Produtos","IGC, IGNM, ITAG","-39,37","1,58","1,16","6,29","6,81","0,86","9,82","1,87","301,74","10,46","7,87","1,24","6,70","7,26","0,91","R$ 1,11 B","R$ 1,18 B","31/03/2024","R$ 20,56","31/05/2024","2,98%","R$ 954,50 M","R$ 442,27 M","R$ 112,91 M","- R$ 37,24 M","R$ 150,15 M","- R$ 28,17 M","- R$ 0,52","R$ 178,39 M","R$ 85,59 M","R$ 26,40 M","- R$ 9,52 M","R$ 35,92 M","R$ 18,40 M","R$ 0,34","R$ 17,72","R$ 26,29","-16,25%","-12,36%","-5,18%","-2,63%","-41,32%","-16,30%","-12,26%","-3,22%","-24,76%","-5,53%","R$ 131,57 mil","8,94%","8,18%","13,55%","12,39%","-3,84%","-2,15%","46,34%","-2,95%","11,83%","15,73%","0,73","1,84","0,84","0,48","R$ 349,25 M","R$ 1,29 B","R$ 98,21 M","R$ 323,22 M","R$ 421,42 M","R$ 72,17 M","R$ 702,79 M","R$ 13,03","53.949.006","0","53.949.006","-181.400","0","-181.400","54.130.406","0","54.130.406","R$ 176,22 M","- R$ 39,29 M","- R$ 22,39 M","R$ 114,67 M","R$ 67,48 M","- R$ 10,39 M","- R$ 12,03 M","R$ 45,22 M"
"CEBR6","CEBR6","CEB","CIA ENERGETICA DE BRASILIA","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","HOLDING - GERAÇÃO DE ENERGIA ELÉTRICA E ILUMINAÇÃO PÚBLICA","CEBR6","31/05/2024","PNB","R$ 20,50","1 ação","R$ 20,49 mil","ITR - 31/03/2024","Utilidade Pública","Energia Elétrica","Energia Elétrica","-","8,46","1,40","4,16","5,91","NA","1,00","6,78","2,07","5,24","4,03","3,89","2,47","3,51","NA","0,59","R$ 1,57 B","R$ 877,21 M","31/03/2024","R$ 20,50","31/05/2024","19,44%","R$ 355,01 M","R$ 180,29 M","R$ 217,84 M","- R$ 7,87 M","R$ 225,71 M","R$ 174,64 M","R$ 2,42","R$ 95,00 M","R$ 50,68 M","R$ 56,01 M","- R$ 1,99 M","R$ 58,00 M","R$ 43,50 M","R$ 0,60","R$ 11,14","R$ 23,50","19,74%","77,96%","91,01%","38,27%","29,63%","9,04%","360,08%","46,19%","1.058,98%","63,15%","R$ 126,25 mil","28,63%","45,06%","43,38%","68,27%","16,96%","11,87%","50,78%","49,19%","61,36%","63,58%","0,24","1,41","0,41","-3,07","R$ 693,87 M","R$ 1,48 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 693,87 M","R$ 1,05 B","R$ 14,59","35.920.890","36.161.025","72.081.915","0","0","0","35.920.890","36.161.025","72.081.915","R$ 249,92 M","- R$ 2,97 M","- R$ 263,46 M","- R$ 16,51 M","R$ 12,05 M","- R$ 1,10 M","R$ 0,00","R$ 10,95 M"
"EMAE4","EMAE4","EMAE","EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","Produção de Energia Elétrica","EMAE4","31/05/2024","PN","R$ 47,39","1 ação","R$ 100,17 mil","ITR - 31/03/2024","Utilidade Pública","Energia Elétrica","Energia Elétrica","-","11,36","1,58","2,83","19,24","18,94","0,83","19,33","2,28","-7,31","18,06","16,75","2,64","17,97","17,69","0,77","R$ 2,07 B","R$ 1,64 B","31/03/2024","R$ 47,39","31/05/2024","5,50%","R$ 618,73 M","R$ 170,91 M","R$ 90,59 M","- R$ 7,06 M","R$ 97,65 M","R$ 154,09 M","R$ 4,17","R$ 152,96 M","R$ 40,40 M","R$ 14,56 M","- R$ 1,74 M","R$ 16,29 M","R$ 22,50 M","R$ 0,61","R$ 47,39","R$ 83,66","-18,72%","-20,91%","41,52%","18,99%","-43,16%","-17,18%","107,74%","20,07%","171,68%","22,10%","R$ 652,00 mil","4,14%","8,59%","6,27%","13,02%","13,48%","7,60%","27,62%","24,90%","14,64%","15,78%","0,30","1,91","0,91","-4,47","R$ 436,91 M","R$ 2,12 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 436,91 M","R$ 1,11 B","R$ 30,07","14.705.000","22.242.000","36.947.000","0","0","0","14.705.000","22.242.000","36.947.000","R$ 91,01 M","R$ 5,07 M","- R$ 106,54 M","- R$ 10,46 M","R$ 26,12 M","- R$ 15,48 M","- R$ 1.000,00","R$ 10,63 M"
"BRSR3","BRSR3","BANRISUL","BCO ESTADO DO RIO GRANDE DO SUL S.A.","ATIVO","FASE OPERACIONAL","Nível 1 de Governança Corporativa","Banco Múltiplo atuante nas carteiras comercial. crédito. financiamento e investimento. crédito imobiliário. desenvolvimento e arrendamento mercantil e de investimentos.","BRSR3","31/05/2024","ON","R$ 11,35","1 ação","R$ 92,17 mil","ITR - 31/03/2024","Financeiro","Intermediários Financeiros","Bancos","IGC, ITAG","4,63","0,46","0,27","0,36","","0,04","","","","","","","","","","R$ 4,55 B","","31/03/2024","R$ 11,35","31/05/2024","7,22%","","","","","","R$ 1,00 B","","","","","","","R$ 183,34 M","","R$ 11,04","R$ 14,87","-14,24%","-9,29%","15,48%","7,47%","-10,03%","-3,46%","11,74%","2,82%","-32,56%","-7,57%","R$ 98,43 mil","","","","","10,51%","0,88%","27,89%","5,77%","","","0,15","12,99","11,99","","","R$ 129,83 B","","","","","R$ 9,99 B","R$ 24,43","205.065.000","203.909.000","408.974.000","0","0","0","205.065.000","203.909.000","408.974.000","R$ 12,78 B","- R$ 13,49 B","- R$ 370,80 M","- R$ 1,08 B","R$ 6,36 B","- R$ 9,61 B","- R$ 100,76 M","- R$ 3,35 B"
"CEBR5","CEBR5","CEB","CIA ENERGETICA DE BRASILIA","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","HOLDING - GERAÇÃO DE ENERGIA ELÉTRICA E ILUMINAÇÃO PÚBLICA","CEBR5","31/05/2024","PNA","R$ 19,95","1 ação","R$ 7,95 mil","ITR - 31/03/2024","Utilidade Pública","Energia Elétrica","Energia Elétrica","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","R$ 11,14","R$ 22,87","27,21%","79,03%","84,62%","35,93%","19,61%","6,16%","293,62%","40,46%","544,11%","45,08%","R$ 89,16 mil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHER3","FHER3","FER HERINGER","FERTILIZANTES HERINGER S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Produção. comercialização e distribuição de fertilizantes. com atuação nacional.","FHER3","31/05/2024","ON","R$ 4,40","1 ação","R$ 24,42 mil","ITR - 31/03/2024","Materiais Básicos","Químicos","Fertilizantes e Defensivos","IGC, IGNM, ITAG","-0,63","-1,73","0,05","7,48","-2,12","0,09","-0,83","3,94","-0,08","-1,11","-1,35","0,06","9,97","-2,83","0,11","R$ 236,97 M","R$ 315,94 M","31/03/2024","R$ 4,40","31/05/2024","0,00%","R$ 4,93 B","R$ 82,25 M","- R$ 284,62 M","- R$ 49,91 M","- R$ 234,70 M","- R$ 373,64 M","- R$ 6,94","R$ 970,16 M","R$ 17,36 M","- R$ 65,93 M","- R$ 13,81 M","- R$ 52,12 M","- R$ 144,18 M","- R$ 2,68","R$ 4,40","R$ 15,60","-41,64%","-69,97%","-74,10%","-49,16%","-85,87%","-47,95%","73,23%","14,73%","134,04%","18,52%","R$ 29,77 mil","-14,40%","-90,16%","-21,82%","-136,60%","-157,67%","-15,24%","1,67%","-7,58%","-5,78%","-4,76%","2,01","-20,22","-21,22","-0,34","R$ 50,67 M","R$ 2,76 B","R$ 129,63 M","R$ 0,00","R$ 129,63 M","R$ 78,96 M","- R$ 136,66 M","- R$ 2,54","53.857.284","0","53.857.284","0","0","0","53.857.284","0","53.857.284","R$ 31,68 M","- R$ 143,57 M","R$ 126,82 M","R$ 14,93 M","- R$ 81,70 M","- R$ 15,37 M","R$ 106,80 M","R$ 9,73 M"
"TRPL3","TRPL3","TRAN PAULIST","CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA","ATIVO","FASE OPERACIONAL","Nível 1 de Governança Corporativa","Transmissão de Energia Elétrica","TRPL3","31/05/2024","ON","R$ 33,80","1 ação","R$ 34,18 mil","ITR - 31/03/2024","Utilidade Pública","Energia Elétrica","Energia Elétrica","IGC","8,14","1,24","3,36","33,14","34,72","0,59","5,79","4,87","-1,45","7,26","7,21","4,21","41,51","43,50","0,74","R$ 18,79 B","R$ 27,90 B","31/03/2024","R$ 33,80","31/05/2024","6,52%","R$ 6,62 B","R$ 3,69 B","R$ 3,84 B","- R$ 27,36 M","R$ 3,87 B","R$ 2,74 B","R$ 4,15","R$ 1,98 B","R$ 1,01 B","R$ 1,09 B","- R$ 8,86 M","R$ 1,10 B","R$ 643,08 M","R$ 0,98","R$ 27,41","R$ 38,09","-5,72%","20,25%","19,29%","9,23%","26,66%","8,20%","73,77%","14,82%","92,98%","14,04%","R$ 65,67 mil","8,26%","10,47%","12,51%","15,87%","16,17%","8,10%","55,72%","41,30%","58,05%","58,46%","0,20","2,11","1,11","2,35","R$ 1,27 B","R$ 37,96 B","R$ 322,98 M","R$ 10,05 B","R$ 10,37 B","R$ 9,11 B","R$ 18,02 B","R$ 27,34","257.937.732","400.945.572","658.883.304","0","0","0","257.937.732","400.945.572","658.883.304","R$ 672,05 M","- R$ 698,35 M","- R$ 192,49 M","- R$ 218,79 M","R$ 183,27 M","R$ 162,83 M","R$ 674,20 M","R$ 1,02 B"
"ENGI4","ENGI4","ENERGISA","ENERGISA S.A.","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","Sociedade de participações em outras empresas. predominantemente em distribuidoras de energia elétrica.","ENGI4","31/05/2024","PN","R$ 7,79","1 ação","R$ 55,77 mil","ITR - 31/03/2024","Utilidade Pública","Energia Elétrica","Energia Elétrica","-","7,44","1,17","0,60","2,50","6,24","0,25","2,68","4,32","-0,35","8,21","6,58","1,82","7,66","19,09","0,77","R$ 23,36 B","R$ 54,54 B","31/03/2024","R$ 7,79","31/05/2024","4,36%","R$ 29,97 B","R$ 8,55 B","R$ 6,65 B","- R$ 1,65 B","R$ 8,29 B","R$ 2,40 B","R$ 1,05","R$ 7,97 B","R$ 2,55 B","R$ 2,09 B","- R$ 438,87 M","R$ 2,53 B","R$ 901,96 M","R$ 0,39","R$ 6,75","R$ 8,87","-9,31%","4,97%","16,23%","7,82%","24,92%","7,71%","10,09%","2,43%","25,72%","4,68%","R$ 95,27 mil","12,86%","12,01%","19,48%","18,20%","21,11%","3,87%","28,52%","8,00%","22,18%","27,68%","0,48","4,65","3,65","3,76","R$ 1,17 B","R$ 70,92 B","R$ 7,22 B","R$ 25,12 B","R$ 32,35 B","R$ 31,18 B","R$ 15,25 B","R$ 6,66","887.231.247","1.402.193.416","2.289.424.663","754.475","3.017.900","3.772.375","886.476.772","1.399.175.516","2.285.652.288","R$ 7,12 B","- R$ 10,09 B","R$ 684,33 M","- R$ 2,28 B","R$ 1,92 B","- R$ 2,96 B","R$ 906,11 M","- R$ 128,34 M"
"TELB4","TELB4","TELEBRAS","TELEC BRASILEIRAS S.A. TELEBRAS","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","Consecução e execução das Políticas Públicas de Telecomunicação (Decreto 9.612/2018).","TELB4","31/05/2024","PN","R$ 8,92","1 ação","R$ 10,82 mil","ITR - 31/03/2024","Comunicações","Telecomunicações","Telecomunicações","-","-3,65","0,57","1,93","3,96","8,29","0,19","-5,27","0,58","-0,57","-4,97","6,47","1,83","3,73","7,83","0,18","R$ 1,08 B","R$ 727,50 M","31/03/2024","R$ 8,92","31/05/2024","0,00%","R$ 398,32 M","- R$ 227,96 M","- R$ 146,29 M","- R$ 258,75 M","R$ 112,46 M","- R$ 211,33 M","- R$ 2,45","R$ 78,56 M","- R$ 75,88 M","- R$ 62,97 M","- R$ 65,65 M","R$ 2,68 M","- R$ 83,03 M","- R$ 0,96","R$ 8,87","R$ 14,61","-27,54%","-36,83%","-39,93%","-22,52%","-70,98%","-33,82%","-61,05%","-21,01%","-66,08%","-19,43%","R$ 35,52 mil","-2,83%","-6,68%","-4,29%","-10,11%","-12,57%","-5,18%","-57,23%","-53,05%","-36,73%","28,23%","0,10","2,99","1,99","-3,09","R$ 440,10 M","R$ 4,02 B","R$ 50,87 M","R$ 41,67 M","R$ 92,54 M","- R$ 347,56 M","R$ 1,34 B","R$ 15,56","67.975.599","18.407.491","86.383.090","193","0","193","67.975.406","18.407.491","86.382.897","R$ 194,82 M","- R$ 101,91 M","- R$ 29,55 M","R$ 63,36 M","R$ 73,48 M","- R$ 5,76 M","- R$ 8,33 M","R$ 59,39 M"
"MTSA4","MTSA4","METISA","METISA METALURGICA TIMBOENSE S.A.","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","Fabricação de máquinas e equipamentos para a agricultura e pecuária. peças e acessórios. exceto para irrigação.","MTSA4","31/05/2024","PN","R$ 45,60","1 ação","R$ 81,97 mil","ITR - 31/03/2024","Bens Industriais","Máquinas e Equipamentos","Máq. e Equip. Construção e Agrícolas","-","5,66","0,90","0,78","3,82","4,86","0,73","6,92","1,20","1,76","7,19","5,85","0,81","3,97","5,05","0,75","R$ 541,30 M","R$ 416,26 M","31/03/2024","R$ 45,60","31/05/2024","5,79%","R$ 511,89 M","R$ 124,12 M","R$ 57,91 M","- R$ 13,21 M","R$ 71,12 M","R$ 70,82 M","R$ 8,06","R$ 101,65 M","R$ 18,29 M","R$ 1,95 M","- R$ 3,50 M","R$ 5,45 M","R$ 2,72 M","R$ 0,31","R$ 38,92","R$ 50,87","-4,85%","12,34%","31,16%","14,55%","21,39%","6,68%","257,90%","37,57%","244,20%","28,01%","R$ 125,41 mil","11,21%","11,65%","16,98%","17,65%","17,72%","12,72%","24,25%","13,83%","11,31%","13,89%","0,92","1,24","0,24","-1,76","R$ 154,91 M","R$ 552,23 M","R$ 29,87 M","R$ 0,00","R$ 29,87 M","- R$ 125,04 M","R$ 446,72 M","R$ 50,82","4.212.530","4.577.200","8.789.730","0","40.000","40.000","4.212.530","4.537.200","8.749.730","R$ 104,98 M","- R$ 20,19 M","- R$ 44,20 M","R$ 40,59 M","R$ 4,62 M","- R$ 3,28 M","- R$ 2,43 M","- R$ 1,10 M"
"BAZA3","BAZA3","AMAZONIA","BCO AMAZONIA S.A.","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","","BAZA3","31/05/2024","ON","R$ 95,79","1 ação","R$ 85,77 mil","ITR - 31/03/2024","Financeiro","Intermediários Financeiros","Bancos","-","4,24","0,88","1,06","1,24","","0,11","","","","","","","","","","R$ 5,37 B","","31/03/2024","R$ 95,79","31/05/2024","6,92%","","","","","","R$ 1,27 B","","","","","","","R$ 206,77 M","","R$ 63,14","R$ 103,00","7,92%","50,62%","166,78%","63,44%","213,53%","46,41%","347,04%","45,45%","489,40%","42,53%","R$ 304,22 mil","","","","","24,54%","3,32%","16,78%","25,06%","","","0,13","7,88","6,88","","","R$ 48,19 B","","","","","R$ 6,11 B","R$ 109,06","56.058.315","0","56.058.315","0","0","0","56.058.315","0","56.058.315","R$ 4,35 B","- R$ 3,41 B","- R$ 311,49 M","R$ 625,31 M","R$ 1,82 B","- R$ 1,22 B","R$ 0,00","R$ 608,82 M"
"CGRA3","CGRA3","GRAZZIOTIN","GRAZZIOTIN S.A.","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","Comércio Varejista de Vesturio e Bazar.","CGRA3","31/05/2024","ON","R$ 24,95","1 ação","R$ 29,94 mil","ITR - 31/03/2024","Consumo Cíclico","Comércio","Tecidos. Vestuário e Calçados","ITAG","5,53","0,56","0,73","3,82","6,96","0,40","8,39","1,56","-12,17","5,86","3,85","0,51","2,66","4,85","0,28","R$ 507,75 M","R$ 349,61 M","31/03/2024","R$ 24,95","31/05/2024","10,83%","R$ 687,15 M","R$ 354,57 M","R$ 59,69 M","- R$ 31,02 M","R$ 90,71 M","R$ 90,66 M","R$ 4,51","R$ 128,05 M","R$ 65,88 M","R$ 251,00 mil","- R$ 8,38 M","R$ 8,63 M","R$ 5,51 M","R$ 0,27","R$ 23,16","R$ 28,10","-5,85%","-5,53%","-1,86%","-0,94%","-4,41%","-1,49%","32,33%","7,26%","46,55%","7,93%","R$ 69,62 mil","4,70%","5,55%","7,12%","8,41%","10,76%","7,56%","51,60%","13,19%","8,69%","13,20%","0,57","1,41","0,41","-1,74","R$ 158,14 M","R$ 1,25 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 158,14 M","R$ 889,75 M","R$ 44,30","8.347.011","11.735.604","20.082.615","0","0","0","8.347.011","11.735.604","20.082.615","R$ 131,29 M","- R$ 59,36 M","- R$ 47,26 M","R$ 24,67 M","R$ 7,62 M","- R$ 9,54 M","- R$ 8,66 M","- R$ 10,58 M"
"FRIO3","FRIO3","METALFRIO","METALFRIO SOLUTIONS S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","FABRICAÇÃO E COMERCIALIAZAÇÃO DE GELADEIRAS E SIMILARES. DE MÁQUINAS DE VENDAS AUTOMÁTICAS. COMPONENTES E PEÇAS","FRIO3","31/05/2024","ON","R$ 340,00","1 ação","R$ 2,37 M","ITR - 31/03/2024","Bens Industriais","Máquinas e Equipamentos","Máq. e Equip. Industriais","ITAG","102,59","6,30","1,11","8,01","11,82","1,18","15,66","16,91","-1,58","20,31","14,02","1,44","10,39","15,32","1,53","R$ 2,14 B","R$ 2,77 B","31/03/2024","R$ 340,00","31/05/2024","0,00%","R$ 1,93 B","R$ 344,82 M","R$ 136,47 M","- R$ 61,14 M","R$ 197,61 M","R$ 20,83 M","R$ 3,31","R$ 434,30 M","R$ 81,67 M","R$ 28,42 M","- R$ 15,91 M","R$ 44,32 M","R$ 2,58 M","R$ 0,41","R$ 22,21","R$ 350,00","42,26%","1.430,84%","719,28%","165,24%","378,94%","67,53%","541,39%","58,19%","608,33%","47,64%","R$ 91,72 mil","8,46%","8,38%","12,82%","12,70%","-4,87%","1,19%","17,86%","1,08%","7,07%","10,24%","1,10","5,35","4,35","3,21","R$ 99,90 M","R$ 1,82 B","R$ 553,67 M","R$ 180,32 M","R$ 733,99 M","R$ 634,09 M","R$ 339,52 M","R$ 54,01","6.286.293","0","6.286.293","0","0","0","6.286.293","0","6.286.293","R$ 266,72 M","- R$ 61,01 M","- R$ 153,24 M","R$ 53,70 M","R$ 43,27 M","- R$ 30,59 M","- R$ 37,37 M","- R$ 21,51 M"
"CGRA4","CGRA4","GRAZZIOTIN","GRAZZIOTIN S.A.","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","Comércio Varejista de Vesturio e Bazar.","CGRA4","31/05/2024","PN","R$ 25,52","1 ação","R$ 71,01 mil","ITR - 31/03/2024","Consumo Cíclico","Comércio","Tecidos. Vestuário e Calçados","ITAG","5,65","0,58","0,75","3,90","7,12","0,41","8,59","1,59","-12,45","5,86","3,85","0,51","2,66","4,85","0,28","R$ 507,75 M","R$ 349,61 M","31/03/2024","R$ 25,52","31/05/2024","10,59%","R$ 687,15 M","R$ 354,57 M","R$ 59,69 M","- R$ 31,02 M","R$ 90,71 M","R$ 90,66 M","R$ 4,51","R$ 128,05 M","R$ 65,88 M","R$ 251,00 mil","- R$ 8,38 M","R$ 8,63 M","R$ 5,51 M","R$ 0,27","R$ 24,06","R$ 29,00","-4,74%","-3,48%","2,31%","1,15%","-3,77%","-1,27%","28,91%","6,56%","44,89%","7,69%","R$ 122,06 mil","4,70%","5,55%","7,12%","8,41%","10,76%","7,56%","51,60%","13,19%","8,69%","13,20%","0,57","1,41","0,41","-1,74","R$ 158,14 M","R$ 1,25 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 158,14 M","R$ 889,75 M","R$ 44,30","8.347.011","11.735.604","20.082.615","0","0","0","8.347.011","11.735.604","20.082.615","R$ 131,29 M","- R$ 59,36 M","- R$ 47,26 M","R$ 24,67 M","R$ 7,62 M","- R$ 9,54 M","- R$ 8,66 M","- R$ 10,58 M"
