"stockCode","stockCode","empresa","razaoSocial","situacaoRegistro","situacaoEmissor","segmentoListagem","atividade","acao","dataCotacao","tipoAcao","ultimoFechamento","fatorCotacao","volumeFinanceiro","ultimoDemonstrativo","setor","subsetor","segmento","participacaoIndices","precoLucro","precoVpa","precoReceitaLiquida","precoFco","precoFcf","precoAtivoTotal","precoEbit","precoCapitalGiro","precoNcav","evEbit","evEbitda","evReceitaLiquida","evFco","evFcf","evAtivoTotal","marketCapEmpresa","enterpriseValue","dataDemonstracaoFinanceiraAtual","precoAtualAcao","dataPrecoAcao","dividendYield","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","receitaLiquida","resultadoBruto","ebit","depreciacaoAmortizacao","ebitda","lucroLiquido","lucroAcao","menorPreco52Semanas","maiorPreco52Semanas","variacao2024","variacao1Ano","variacao2AnosTotal","variacao2AnosAnual","variacao3AnosTotal","variacao3AnosAnual","variacao4AnosTotal","variacao4AnosAnual","variacao5AnosTotal","variacao5AnosAnual","volumeDiarioMedio3Meses","retornoCapitalTangivelInicial","retornoCapitalInvestidoInicial","retornoCapitalTangivelInicialPreImpostos","retornoCapitalInvestidoInicialPreImpostos","retornoPatrimonioLiquidoInicial","retornoAtivoInicial","margemBruta","margemLiquida","margemEbit","margemEbitda","giroAtivoInicial","alavancagemFinanceira","passivoPatrimonioLiquido","dividaLiquidaEbitda","caixaEquivalentes","ativoTotal","dividaCurtoPrazo","dividaLongoPrazo","dividaBruta","dividaLiquida","patrimonioLiquido","valorPatrimonialAcao","acoesOrdinarias","acoesPreferenciais","totalAcoes","acoesOrdinariasTesouraria","acoesPreferenciaisTesouraria","totalAcoesTesouraria","acoesOrdinariasExTesouraria","acoesPreferenciaisExTesouraria","totalAcoesExTesouraria","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa","fluxoCaixaOperacional","fluxoCaixaInvestimentos","fluxoCaixaFinanciamentos","aumentoReducaoCaixa"
"FRAS3","FRAS3","FRAS-LE","FRAS-LE S.A.","ATIVO","FASE OPERACIONAL","Nível 1 de Governança Corporativa","Fabricação de peças e acessórios para o sistema de freios de veículos automotores","FRAS3","31/05/2024","ON","R$ 17,51","1 ação","R$ 4,64 M","ITR - 31/03/2024","Bens Industriais","Material de Transporte","Material Rodoviário","IBRA, IGC, IGCT, SMLL","11,95","2,40","1,39","6,32","7,52","1,14","9,23","3,12","-6,97","9,28","7,38","1,40","6,36","7,56","1,14","R$ 4,73 B","R$ 4,75 B","31/03/2024","R$ 17,51","31/05/2024","0,00%","R$ 3,39 B","R$ 1,13 B","R$ 512,30 M","- R$ 131,90 M","R$ 644,20 M","R$ 395,66 M","R$ 1,47","R$ 841,25 M","R$ 289,68 M","R$ 116,90 M","- R$ 37,11 M","R$ 154,00 M","R$ 107,65 M","R$ 0,40","R$ 12,13","R$ 18,57","6,57%","41,10%","65,50%","28,69%","44,12%","12,97%","275,75%","39,26%","275,75%","30,27%","R$ 3,98 M","16,71%","15,37%","25,32%","23,28%","21,59%","10,24%","33,38%","11,67%","15,11%","19,00%","0,88","2,12","1,12","0,04","R$ 1,07 B","R$ 4,16 B","R$ 324,69 M","R$ 772,96 M","R$ 1,10 B","R$ 24,54 M","R$ 1,97 B","R$ 7,29","270.016.000","0","270.016.000","3.000.000","0","3.000.000","267.016.000","0","267.016.000","R$ 747,56 M","- R$ 139,60 M","- R$ 88,18 M","R$ 519,79 M","- R$ 62,06 M","- R$ 32,80 M","R$ 117,55 M","R$ 22,69 M"
"BLAU3","BLAU3","BLAU","BLAU FARMACÊUTICA S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","A Companhia dedica-se à fabricação. comercialização. pesquisa e desenvolvimento de medicamentos de alta complexidade.","BLAU3","31/05/2024","ON","R$ 10,26","1 ação","R$ 2,76 M","ITR - 31/03/2024","Saúde","Comércio e Distribuição","Medicamentos e Outros Produtos","IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL","7,74","0,91","1,25","6,49","13,96","0,58","5,63","1,54","32,02","7,40","6,52","1,64","8,53","18,34","0,77","R$ 1,84 B","R$ 2,42 B","31/03/2024","R$ 10,26","31/05/2024","3,18%","R$ 1,47 B","R$ 502,56 M","R$ 327,00 M","- R$ 44,06 M","R$ 371,06 M","R$ 237,95 M","R$ 1,33","R$ 359,68 M","R$ 119,66 M","R$ 48,84 M","- R$ 12,03 M","R$ 60,86 M","R$ 40,09 M","R$ 0,22","R$ 10,07","R$ 21,66","-33,03%","-49,95%","-55,50%","-33,33%","-76,82%","-38,60%","-","-","-","-","R$ 3,01 M","11,00%","10,12%","16,67%","15,34%","12,94%","9,50%","34,09%","16,14%","22,18%","25,17%","0,59","1,57","0,57","1,56","R$ 26,49 M","R$ 3,16 B","R$ 71,33 M","R$ 533,75 M","R$ 605,08 M","R$ 578,59 M","R$ 2,02 B","R$ 11,26","179.393.939","0","179.393.939","1.713.200","0","1.713.200","177.680.739","0","177.680.739","R$ 283,50 M","- R$ 421,97 M","R$ 141,18 M","R$ 2,72 M","R$ 97,67 M","- R$ 70,54 M","- R$ 32,14 M","- R$ 5,01 M"
"UNIP6","UNIP6","UNIPAR","UNIPAR CARBOCLORO S.A.","ATIVO","FASE OPERACIONAL","Tradicional - BOVESPA","Atuar no setor de soda. cloro e derivados. podendo participar como sócia ou acionista de outras sociedades. direta ou indiretamente. inclusive por meio de fundos de investimentos.","UNIP6","31/05/2024","PNB","R$ 50,01","1 ação","R$ 14,43 M","ITR - 31/03/2024","Materiais Básicos","Químicos","Químicos Diversos","IBRA, IDIV, IMAT, INDX, SMLL","9,66","2,26","1,27","7,06","14,66","0,80","8,61","2,55","-2,45","9,74","6,99","1,44","7,99","16,58","0,91","R$ 5,72 B","R$ 6,46 B","31/03/2024","R$ 50,01","31/05/2024","11,07%","R$ 4,49 B","R$ 1,42 B","R$ 663,59 M","- R$ 261,07 M","R$ 924,67 M","R$ 591,73 M","R$ 5,70","R$ 1,17 B","R$ 330,75 M","R$ 117,27 M","- R$ 70,87 M","R$ 188,14 M","R$ 55,99 M","R$ 0,54","R$ 50,01","R$ 72,76","-25,49%","-17,76%","-35,30%","-19,59%","-20,94%","-7,54%","282,89%","39,92%","190,79%","23,77%","R$ 11,77 M","12,07%","15,18%","18,29%","23,01%","23,14%","9,80%","31,49%","13,16%","14,76%","20,57%","0,74","2,81","1,81","0,81","R$ 1,88 B","R$ 7,10 B","R$ 472,60 M","R$ 2,15 B","R$ 2,62 B","R$ 746,99 M","R$ 2,53 B","R$ 24,38","36.308.767","67.567.391","103.876.158","540.600","62.699","603.299","35.768.167","67.504.692","103.272.859","R$ 808,85 M","- R$ 501,02 M","R$ 528,65 M","R$ 774,77 M","- R$ 149,01 M","R$ 319,56 M","R$ 368,44 M","R$ 533,03 M"
"LOGG3","LOGG3","LOG COM PROP","LOG COMMERCIAL PROPERTIES","ATIVO","FASE OPERACIONAL","Novo Mercado","Administração de bens próprios. prestação de serviços de engenharia e construção.Incorporação. construção comercialização e locação de imóveis.Participação em outras sociedades como sócia ou acionista","LOGG3","31/05/2024","ON","R$ 21,68","1 ação","R$ 3,48 M","ITR - 31/03/2024","Financeiro","Exploração de Imóveis","Exploração de Imóveis","IBRA, IGC, IGCT, IGNM, IMOB, ITAG, SMLL","10,07","0,59","10,70","20,04","NA","0,35","7,89","7,27","-0,98","14,20","13,99","19,25","36,05","NA","0,63","R$ 2,21 B","R$ 3,98 B","31/03/2024","R$ 21,68","31/05/2024","3,22%","R$ 206,99 M","R$ 202,53 M","R$ 280,61 M","- R$ 4,21 M","R$ 284,82 M","R$ 219,84 M","R$ 2,15","R$ 53,84 M","R$ 52,39 M","R$ 72,86 M","- R$ 1,14 M","R$ 74,01 M","R$ 55,16 M","R$ 0,54","R$ 17,81","R$ 24,07","7,13%","-1,09%","3,85%","1,91%","-22,88%","-8,30%","-3,62%","-0,92%","31,73%","5,66%","R$ 4,41 M","3,26%","3,57%","4,94%","5,41%","6,08%","3,66%","97,85%","106,21%","135,57%","137,61%","0,03","1,69","0,69","6,21","R$ 194,03 M","R$ 6,33 B","R$ 196,83 M","R$ 1,77 B","R$ 1,96 B","R$ 1,77 B","R$ 3,75 B","R$ 36,75","102.159.000","0","102.159.000","1.819.000","0","1.819.000","100.340.000","0","100.340.000","R$ 110,53 M","R$ 52,17 M","- R$ 131,34 M","R$ 31,35 M","R$ 28,21 M","- R$ 156,73 M","- R$ 73,97 M","- R$ 202,49 M"
"SOJA3","SOJA3","BOA SAFRA","BOA SAFRA SEMENTES S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Produção de sementes certificadas. exceto de forrageiras para pasto. Comércio atacadista de sementes. flores. plantas e gramas.","SOJA3","31/05/2024","ON","R$ 16,33","1 ação","R$ 4,56 M","ITR - 31/03/2024","Consumo não Cíclico","Agropecuária","Agricultura","IGC, IGNM, ITAG","7,02","2,19","1,09","59,82","-17,15","0,84","8,46","2,46","-3,03","9,68","9,08","1,24","68,42","-19,62","0,96","R$ 2,21 B","R$ 2,53 B","31/03/2024","R$ 16,33","31/05/2024","5,80%","R$ 2,03 B","R$ 325,36 M","R$ 261,15 M","- R$ 17,12 M","R$ 278,27 M","R$ 314,80 M","R$ 2,69","R$ 69,10 M","- R$ 7,73 M","- R$ 28,16 M","- R$ 4,91 M","- R$ 23,25 M","- R$ 5,84 M","- R$ 0,05","R$ 9,71","R$ 18,94","3,42%","63,04%","29,86%","13,97%","12,43%","3,99%","-","-","-","-","R$ 7,39 M","15,43%","18,38%","23,37%","27,85%","39,22%","19,00%","16,01%","15,49%","12,85%","13,69%","1,23","2,61","1,61","1,14","R$ 493,35 M","R$ 2,63 B","R$ 583,08 M","R$ 227,91 M","R$ 810,98 M","R$ 317,64 M","R$ 1,01 B","R$ 8,60","117.140.326","0","117.140.326","0","0","0","117.140.326","0","117.140.326","R$ 36,94 M","R$ 5,49 M","R$ 213,00 M","R$ 255,43 M","- R$ 143,18 M","R$ 48,46 M","R$ 122,47 M","R$ 27,76 M"
"TAEE4","TAEE4","TAESA","TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","Transmissão de Energia Elétrica.","TAEE4","31/05/2024","PN","R$ 11,50","1 ação","R$ 3,55 M","ITR - 31/03/2024","Utilidade Pública","Energia Elétrica","Energia Elétrica","-","8,77","1,68","3,50","8,07","8,39","0,61","5,13","17,26","-1,00","8,86","8,79","6,03","13,93","14,48","1,05","R$ 11,83 B","R$ 20,52 B","31/03/2024","R$ 11,50","31/05/2024","10,78%","R$ 3,40 B","R$ 2,15 B","R$ 2,32 B","- R$ 17,32 M","R$ 2,33 B","R$ 1,36 B","R$ 1,31","R$ 731,32 M","R$ 612,17 M","R$ 710,77 M","- R$ 4,63 M","R$ 715,39 M","R$ 374,03 M","R$ 0,36","R$ 10,37","R$ 12,10","-4,24%","3,81%","3,50%","1,74%","16,87%","5,34%","83,56%","16,41%","131,25%","18,23%","R$ 2,31 M","9,03%","10,33%","13,68%","15,65%","20,88%","7,35%","63,14%","39,85%","68,11%","68,62%","0,18","2,78","1,78","3,72","R$ 1,08 B","R$ 19,63 B","R$ 2,40 B","R$ 7,37 B","R$ 9,77 B","R$ 8,69 B","R$ 7,06 B","R$ 6,83","590.714.000","442.783.000","1.033.497.000","0","0","0","590.714.000","442.783.000","1.033.497.000","R$ 1,47 B","- R$ 56,20 M","- R$ 1,38 B","R$ 40,38 M","R$ 260,79 M","- R$ 2,64 M","- R$ 484,17 M","- R$ 226,02 M"
"PFRM3","PFRM3","PROFARMA","PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Profarma atua na distribuição de produtos farmacêuticos. higiene pessoal e cosméticos. nos mais populosos estados brasileiros.","PFRM3","31/05/2024","ON","R$ 5,27","1 ação","R$ 736,32 mil","ITR - 31/03/2024","Saúde","Comércio e Distribuição","Medicamentos e Outros Produtos","IGC, IGNM, ITAG","8,46","0,52","0,07","2,02","2,60","0,12","2,38","0,62","-0,22","4,60","2,95","0,14","3,91","5,03","0,24","R$ 652,49 M","R$ 1,26 B","31/03/2024","R$ 5,27","31/05/2024","7,32%","R$ 8,89 B","R$ 1,33 B","R$ 274,14 M","- R$ 153,11 M","R$ 427,25 M","R$ 77,11 M","R$ 0,62","R$ 2,25 B","R$ 327,03 M","R$ 44,59 M","- R$ 40,00 M","R$ 84,59 M","R$ 1,70 M","R$ 0,01","R$ 3,23","R$ 6,27","-0,94%","50,25%","61,50%","27,12%","-3,01%","-1,02%","24,92%","5,72%","58,53%","9,64%","R$ 1,25 M","10,21%","10,57%","15,47%","16,02%","6,51%","1,61%","14,97%","0,87%","3,08%","4,81%","1,85","4,19","3,19","1,43","R$ 288,45 M","R$ 5,25 B","R$ 345,96 M","R$ 551,76 M","R$ 897,72 M","R$ 609,27 M","R$ 1,25 B","R$ 10,13","123.813.000","0","123.813.000","1.202.000","0","1.202.000","122.611.000","0","122.611.000","R$ 323,11 M","- R$ 105,34 M","- R$ 96,79 M","R$ 120,98 M","R$ 101,89 M","- R$ 20,73 M","R$ 13,55 M","R$ 94,71 M"
"DMVF3","DMVF3","D1000VFARMA","D1000 VAREJO FARMA PARTICIPAÇÕES S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","A Companhia tem por objeto a participação. como sócia ou acionista. em outras sociedades do varejo farmacêutico. nacionais ou estrangeiras.","DMVF3","31/05/2024","ON","R$ 6,98","1 ação","R$ 1,09 M","ITR - 31/03/2024","Saúde","Comércio e Distribuição","Medicamentos e Outros Produtos","IGC, IGNM, ITAG","14,71","0,41","0,19","2,49","3,86","0,22","6,46","5,50","-0,54","6,25","2,11","0,19","2,41","3,73","0,21","R$ 353,21 M","R$ 341,71 M","31/03/2024","R$ 6,98","31/05/2024","0,00%","R$ 1,83 B","R$ 575,19 M","R$ 54,66 M","- R$ 107,59 M","R$ 162,25 M","R$ 24,00 M","R$ 0,47","R$ 481,80 M","R$ 148,73 M","R$ 8,99 M","- R$ 27,74 M","R$ 36,72 M","R$ 1,03 M","R$ 0,02","R$ 4,13","R$ 8,38","23,32%","52,40%","72,77%","31,49%","-25,98%","-9,55%","-","-","-","-","R$ 1,13 M","7,78%","4,41%","11,79%","6,68%","2,83%","1,63%","31,51%","1,32%","2,99%","8,89%","1,24","1,83","0,83","-0,07","R$ 52,49 M","R$ 1,59 B","R$ 24,83 M","R$ 16,16 M","R$ 40,99 M","- R$ 11,50 M","R$ 871,89 M","R$ 17,23","50.603.000","0","50.603.000","0","0","0","50.603.000","0","50.603.000","R$ 141,95 M","- R$ 64,93 M","- R$ 82,96 M","- R$ 5,93 M","R$ 31,73 M","- R$ 12,93 M","- R$ 10,54 M","R$ 8,26 M"
"MBLY3","MBLY3","MOBLY","MOBLY S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Intermediação. importação. exportação e comércio varejista de móveis e artigos domésticos em geral; serviços de montagem; comércio varejista de materiais de construção em geral; e outros.","MBLY3","31/05/2024","ON","R$ 2,10","1 ação","R$ 231,65 mil","ITR - 31/03/2024","Consumo Cíclico","Utilidades Domésticas","Móveis","IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL","-2,67","0,50","0,41","-3,17","-2,85","0,30","-2,50","0,90","-3,82","-3,13","-11,12","0,52","-3,97","-3,57","0,37","R$ 223,63 M","R$ 280,07 M","31/03/2024","R$ 2,10","31/05/2024","0,00%","R$ 540,14 M","R$ 238,09 M","- R$ 89,36 M","- R$ 64,18 M","- R$ 25,19 M","- R$ 83,88 M","- R$ 0,79","R$ 144,93 M","R$ 66,67 M","- R$ 21,15 M","- R$ 17,56 M","- R$ 3,59 M","- R$ 21,27 M","- R$ 0,20","R$ 1,83","R$ 4,84","7,14%","-24,19%","-38,05%","-21,32%","-88,05%","-50,78%","-","-","-","-","R$ 1,29 M","-11,95%","-11,68%","-18,11%","-17,70%","-15,77%","-9,83%","44,08%","-15,53%","-16,54%","-4,66%","0,63","1,68","0,68","-2,24","R$ 114,54 M","R$ 757,55 M","R$ 57,47 M","R$ 113,51 M","R$ 170,98 M","R$ 56,44 M","R$ 450,03 M","R$ 4,23","106.489.000","0","106.489.000","0","0","0","106.489.000","0","106.489.000","- R$ 70,51 M","R$ 5,41 M","- R$ 23,12 M","- R$ 88,22 M","- R$ 20,38 M","- R$ 3,83 M","- R$ 13,89 M","- R$ 38,10 M"
"SYNE3","SYNE3","SYN PROP TEC","SYN PROP E TECH S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Desenvolvimento. locação. administração e operação de imóveis comerciais","SYNE3","31/05/2024","ON","R$ 9,39","1 ação","R$ 3,82 M","ITR - 31/03/2024","Financeiro","Exploração de Imóveis","Exploração de Imóveis","IGC, IGNM, ITAG","124,37","0,94","3,27","15,23","15,29","0,35","7,65","7,94","-0,59","10,56","8,05","4,52","21,02","21,10","0,48","R$ 1,43 B","R$ 1,98 B","31/03/2024","R$ 9,39","31/05/2024","0,00%","R$ 437,87 M","R$ 252,02 M","R$ 187,33 M","- R$ 58,30 M","R$ 245,63 M","R$ 11,53 M","R$ 0,08","R$ 112,41 M","R$ 66,61 M","R$ 52,01 M","- R$ 12,66 M","R$ 64,66 M","R$ 6,69 M","R$ 0,04","R$ 3,71","R$ 9,46","92,81%","135,93%","80,23%","34,30%","-","-","-","-","-","-","R$ 2,87 M","3,23%","5,20%","4,90%","7,89%","0,76%","0,28%","57,56%","2,63%","42,78%","56,10%","0,11","2,72","1,72","2,22","R$ 437,33 M","R$ 4,14 B","R$ 103,71 M","R$ 878,00 M","R$ 981,71 M","R$ 544,38 M","R$ 1,52 B","R$ 9,98","152.644.000","0","152.644.000","0","0","0","152.644.000","0","152.644.000","R$ 94,09 M","R$ 280,75 M","- R$ 103,06 M","R$ 271,78 M","R$ 42,39 M","R$ 257,01 M","- R$ 27,41 M","R$ 271,99 M"
"TGMA3","TGMA3","TEGMA","TEGMA GESTAO LOGISTICA S.A.","ATIVO","FASE OPERACIONAL","Novo Mercado","Prestação de serviços de logística para a indústria automotiva. química e de bens de consumo. como o transporte. gerenciamento de estoques e pátios. atividades de armazém geral. PDI. dentre outras.","TGMA3","31/05/2024","ON","R$ 24,16","1 ação","R$ 5,79 M","ITR - 31/03/2024","Bens Industriais","Transporte","Transporte Rodoviário","GPTW, IBRA, IDIV, IGC, IGCT, IGNM, ITAG, SMLL","8,66","1,83","0,97","7,46","8,72","1,31","6,83","3,55","15,93","6,29","5,69","0,90","6,87","8,03","1,20","R$ 1,59 B","R$ 1,47 B","31/03/2024","R$ 24,16","31/05/2024","7,57%","R$ 1,64 B","R$ 325,40 M","R$ 233,55 M","- R$ 24,66 M","R$ 258,21 M","R$ 184,20 M","R$ 2,79","R$ 389,17 M","R$ 73,57 M","R$ 51,09 M","- R$ 6,32 M","R$ 57,41 M","R$ 37,28 M","R$ 0,56","R$ 18,75","R$ 28,01","-10,56%","13,57%","77,53%","33,29%","22,89%","7,12%","44,31%","9,61%","12,34%","2,35%","R$ 5,40 M","26,39%","21,31%","39,98%","32,29%","23,00%","16,29%","19,88%","11,25%","14,27%","15,78%","1,45","1,40","0,40","-0,49","R$ 299,80 M","R$ 1,22 B","R$ 39,85 M","R$ 133,54 M","R$ 173,39 M","- R$ 126,40 M","R$ 872,45 M","R$ 13,22","66.002.915","0","66.002.915","65.143","0","65.143","65.937.772","0","65.937.772","R$ 213,82 M","- R$ 27,93 M","- R$ 128,15 M","R$ 57,75 M","R$ 84,44 M","- R$ 15,44 M","- R$ 1,75 M","R$ 67,26 M"
"TFCO4","TFCO4","TRACK FIELD","TRACK & FIELD CO S.A.","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","Atuação no varejo dos setores de vestuário. acessórios e calçados. dentre outros.","TFCO4","31/05/2024","PN","R$ 11,10","1 ação","R$ 3,37 M","ITR - 31/03/2024","Consumo Cíclico","Tecidos. Vestuário e Calçados","Vestuário","IGC, ITAG","91,06","24,23","14,96","95,92","147,92","15,13","69,75","31,10","136,26","69,89","64,71","14,99","96,11","148,22","15,16","R$ 10,54 B","R$ 10,56 B","31/03/2024","R$ 11,10","31/05/2024","1,73%","R$ 704,13 M","R$ 406,56 M","R$ 151,07 M","- R$ 12,08 M","R$ 163,15 M","R$ 115,71 M","R$ 0,12","R$ 162,13 M","R$ 95,44 M","R$ 34,32 M","- R$ 3,55 M","R$ 37,87 M","R$ 26,39 M","R$ 0,03","R$ 11,10","R$ 14,92","-23,93%","-0,24%","10,19%","4,98%","-13,12%","-4,58%","-","-","-","-","R$ 1,92 M","26,82%","26,52%","40,64%","40,18%","33,23%","19,70%","57,74%","16,43%","21,45%","23,17%","1,20","1,60","0,60","0,13","R$ 82,18 M","R$ 696,29 M","R$ 16,47 M","R$ 86,71 M","R$ 103,18 M","R$ 21,00 M","R$ 434,79 M","R$ 0,46","877.251.375","71.992.864","949.244.239","0","4.105.673","4.105.673","877.251.375","67.887.191","945.138.566","R$ 109,84 M","- R$ 38,61 M","- R$ 52,34 M","R$ 18,89 M","R$ 46,38 M","- R$ 10,97 M","- R$ 7,72 M","R$ 27,70 M"
"SAPR3","SAPR3","SANEPAR","CIA SANEAMENTO DO PARANA - SANEPAR","ATIVO","FASE OPERACIONAL","Nível 2 de Governança Corporativa","EXPLORAÇÃO DE SERVIÇOS PÚBLICOS E DE SISTEMAS PRIVADOS DE ABASTECIMENTO DE ÁGUA. DE COLETA. REMOÇÃO E DESTINAÇÃO FINAL DE EFLUENTES E RESÍDUOS SÓLIDOS DOMÉSTICOS E INDUSTRIAIS E SEUS SUBPRODUTOS.","SAPR3","31/05/2024","ON","R$ 5,15","1 ação","R$ 1,07 M","ITR - 31/03/2024","Utilidade Pública","Água e Saneamento","Água e Saneamento","-","4,98","0,77","1,19","3,07","13,24","0,39","3,19","5,63","-0,94","5,21","4,33","1,94","5,01","21,62","0,64","R$ 8,23 B","R$ 12,71 B","31/03/2024","R$ 5,15","31/05/2024","5,45%","R$ 6,54 B","R$ 3,92 B","R$ 2,44 B","- R$ 497,21 M","R$ 2,94 B","R$ 1,56 B","R$ 1,03","R$ 1,70 B","R$ 1,01 B","R$ 640,78 M","- R$ 133,39 M","R$ 774,17 M","R$ 379,35 M","R$ 0,25","R$ 3,79","R$ 5,58","-3,74%","33,76%","47,09%","21,31%","53,13%","15,28%","0,06%","0,02%","13,26%","2,52%","R$ 1,17 M","27,81%","12,32%","42,14%","18,67%","17,17%","9,12%","60,04%","23,91%","37,33%","44,94%","0,38","1,96","0,96","1,53","R$ 1,91 B","R$ 19,83 B","R$ 743,15 M","R$ 5,65 B","R$ 6,40 B","R$ 4,48 B","R$ 10,12 B","R$ 6,70","503.735.259","1.007.470.260","1.511.205.519","0","0","0","503.735.259","1.007.470.260","1.511.205.519","R$ 2,54 B","- R$ 1,94 B","R$ 100,83 M","R$ 700,65 M","R$ 635,18 M","- R$ 424,60 M","R$ 417,57 M","R$ 628,15 M"
"RNEW4","RNEW4","RENOVA","RENOVA ENERGIA S.A.","ATIVO","EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE","Nível 2 de Governança Corporativa","Geração de energia por meio de fontes renováveis.","RNEW4","31/05/2024","PN","R$ 1,01","1 ação","R$ 148,49 mil","ITR - 31/03/2024","Utilidade Pública","Energia Elétrica","Energia Elétrica","-","-9,43","0,29","1,23","-212,64","-13,15","0,09","1,43","-0,69","-0,10","7,60","4,86","6,54","-1.128,68","-69,82","0,46","R$ 249,48 M","R$ 1,34 B","31/03/2024","R$ 1,01","31/05/2024","0,00%","R$ 204,36 M","R$ 149,10 M","R$ 175,98 M","- R$ 99,14 M","R$ 275,12 M","- R$ 26,72 M","- R$ 0,11","R$ 42,59 M","- R$ 14,95 M","- R$ 30,43 M","- R$ 23,43 M","- R$ 7,00 M","- R$ 61,92 M","- R$ 0,25","R$ 0,97","R$ 1,85","-27,34%","-36,48%","-27,86%","-15,08%","-75,84%","-37,74%","-50,00%","-15,92%","-90,27%","-37,22%","R$ 142,45 mil","4,77%","6,22%","7,22%","9,42%","-2,98%","-0,97%","72,96%","-13,07%","86,11%","134,62%","0,07","3,37","2,37","3,95","R$ 14,32 M","R$ 2,94 B","R$ 225,50 M","R$ 876,82 M","R$ 1,10 B","R$ 1,09 B","R$ 871,10 M","R$ 3,49","124.741.981","124.741.975","249.483.956","0","0","0","124.741.981","124.741.975","249.483.956","- R$ 1,19 M","- R$ 8,21 M","R$ 928,00 mil","- R$ 8,47 M","- R$ 384,00 mil","- R$ 2,67 M","- R$ 229,00 mil","- R$ 3,28 M"
"INEP3","INEP3","INEPAR","INEPAR S.A. INDUSTRIA E CONSTRUCOES","ATIVO","EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE","Tradicional - BOVESPA","Fabricação de equipamentos e sistemas elétricos . fabricação de torres e acessórios para transmissão de energia e telecomunicações. fabricação de bens de capital e sitemas industriais sob encomenda.","INEP3","31/05/2024","ON","R$ 1,89","1 ação","R$ 108,23 mil","ITR - 31/03/2024","Bens Industriais","Máquinas e Equipamentos","Máq. e Equip. Industriais","ITAG","0,17","-0,07","11,83","-3,29","-3,20","0,07","-0,90","-0,08","-0,03","-10,57","-11,50","138,15","-38,41","-37,41","0,85","R$ 83,88 M","R$ 977,98 M","31/03/2024","R$ 1,89","31/05/2024","0,00%","R$ 7,08 M","- R$ 3,95 M","- R$ 92,56 M","- R$ 7,51 M","- R$ 85,05 M","R$ 487,41 M","R$ 0,01","R$ 1,88 M","- R$ 2,05 M","- R$ 21,84 M","- R$ 1,88 M","- R$ 19,96 M","- R$ 57,01 M","- R$ 0,00","R$ 1,89","R$ 5,49","-52,99%","-64,00%","-55,53%","-33,35%","-87,29%","-49,76%","19,06%","4,46%","-26,67%","-6,01%","R$ 219,53 mil","-136,44%","7,51%","-206,73%","11,37%","-28,84%","36,98%","-55,74%","6.885,32%","-1.307,53%","-1.201,41%","0,01","-0,98","-1,98","-10,51","R$ 429,00 mil","R$ 1,16 B","R$ 415,10 M","R$ 479,43 M","R$ 894,53 M","R$ 894,10 M","- R$ 1,18 B","- R$ 0,03","31.685.622.000","12.627.232.000","44.312.854.000","0","0","0","31.685.622.000","12.627.232.000","44.312.854.000","- R$ 25,46 M","- R$ 64,52 M","R$ 90,15 M","R$ 174,00 mil","- R$ 5,36 M","- R$ 27,97 M","R$ 31,92 M","- R$ 1,41 M"
